,ORDERNUMBER,Name,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE,MONTH
2294,10313,Yoshi Tannamuri,34,56.24,10,1912.16,2004-10-22,Shipped,4,10,2004,Trucks and Buses,64,S32_3522,Canadian Gift Exchange Network,6045553392,1900 Oak St.,Unknown,Vancouver,BC,V3F 2K1,Canada,Unknown,Small,2004-10
2295,10324,Michael Frick,48,100.0,4,8209.44,2004-11-05,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Large,2004-11
2296,10333,Julie Murphy,33,73.69,4,2431.77,2004-11-18,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,Unknown,USA,Unknown,Small,2004-11
2297,10348,Mart¡n Sommer,31,100.0,5,3139.99,2004-11-01,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,EMEA,Medium,2004-11
2298,10358,Diego Freyre,36,100.0,2,5669.64,2004-12-10,Shipped,4,12,2004,Trucks and Buses,64,S32_3522,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-12
2299,10370,Anna O'Hara,25,100.0,3,3160.25,2005-01-20,Shipped,1,1,2005,Trucks and Buses,64,S32_3522,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Medium,2005-01
2300,10382,Valarie Nelson,48,100.0,8,6799.68,2005-02-17,Shipped,1,2,2005,Trucks and Buses,64,S32_3522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2005-02
2301,10411,Jean Fresnisre,27,69.16,5,1867.32,2005-05-01,Shipped,2,5,2005,Trucks and Buses,64,S32_3522,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,Unknown,Small,2005-05
2302,10424,Diego Freyre,44,61.41,2,2702.04,2005-05-31,In Process,2,5,2005,Trucks and Buses,64,S32_3522,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-05
2303,10106,Giovanni Rovelli,33,72.92,5,2406.36,2003-02-17,Shipped,1,2,2003,Vintage Cars,68,S32_4289,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2003-02
2304,10120,Peter Ferguson,29,72.23,11,2094.67,2003-04-29,Shipped,2,4,2003,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2003-04
2305,10133,Diego Freyre,49,57.1,6,2797.9,2003-06-27,Shipped,2,6,2003,Vintage Cars,68,S32_4289,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2003-06
2306,10144,Pascale Cartrain,20,81.86,1,1637.2,2003-08-13,Shipped,3,8,2003,Vintage Cars,68,S32_4289,Royale Belge,07123672555,"Boulevard Tirou, 255",Unknown,Charleroi,Unknown,B-6000,Belgium,EMEA,Small,2003-08
2307,10168,Juri Hirano,31,73.61,12,2281.91,2003-10-28,Shipped,4,10,2003,Vintage Cars,68,S32_4289,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,Unknown,Small,2003-10
2308,10210,Mory Kentary,39,59.16,10,2307.24,2004-01-12,Shipped,1,1,2004,Vintage Cars,68,S32_4289,Osaka Souveniers Co.,+810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,Japan,Small,2004-01
2309,10223,Peter Ferguson,20,66.04,12,1320.8,2004-02-20,Shipped,1,2,2004,Vintage Cars,68,S32_4289,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2004-02
2310,10235,Elizabeth Lincoln,34,77.73,6,2642.82,2004-04-02,Shipped,2,4,2004,Vintage Cars,68,S32_4289,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,Unknown,Small,2004-04
2311,10250,Sue Frick,50,61.22,7,3061.0,2004-05-11,Shipped,2,5,2004,Vintage Cars,68,S32_4289,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Medium,2004-05
2312,10262,Diego Freyre,40,79.11,2,3164.4,2004-06-24,Cancelled,2,6,2004,Vintage Cars,68,S32_4289,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-06
2313,10275,Janine Labrune,28,63.97,12,1791.16,2004-07-23,Shipped,3,7,2004,Vintage Cars,68,S32_4289,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Small,2004-07
2314,10284,Jan Klaeboe,50,81.86,4,4093.0,2004-08-21,Shipped,3,8,2004,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",+4722121555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Medium,2004-08
2315,10297,Dean Cassidy,28,79.8,7,2234.4,2004-09-16,Shipped,3,9,2004,Vintage Cars,68,S32_4289,"Clover Collections, Co.",+35318621555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Small,2004-09
2316,10308,Steve Frick,46,66.04,10,3037.84,2004-10-15,Shipped,4,10,2004,Vintage Cars,68,S32_4289,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,Unknown,Medium,2004-10
2317,10316,Helen Bennett,24,59.16,2,1419.84,2004-11-01,Shipped,4,11,2004,Vintage Cars,68,S32_4289,giftsbymail.co.uk,1985558888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Small,2004-11
2318,10328,Giovanni Rovelli,24,81.17,5,1948.08,2004-11-12,Shipped,4,11,2004,Vintage Cars,68,S32_4289,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2004-11
2319,10340,Eduardo Saavedra,39,59.16,3,2307.24,2004-11-24,Shipped,4,11,2004,Vintage Cars,68,S32_4289,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,EMEA,Small,2004-11
2320,10353,Dan Lewis,40,44.51,7,1780.4,2004-12-04,Shipped,4,12,2004,Vintage Cars,68,S32_4289,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Small,2004-12
2321,10361,Adrian Huxley,49,72.33,2,3544.17,2004-12-17,Shipped,4,12,2004,Vintage Cars,68,S32_4289,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Medium,2004-12
2322,10375,Janine Labrune,44,82.26,4,3619.44,2005-02-03,Shipped,1,2,2005,Vintage Cars,68,S32_4289,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Medium,2005-02
2323,10388,Violeta Benitez,35,100.0,8,3918.95,2005-03-03,Shipped,1,3,2005,Vintage Cars,68,S32_4289,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2005-03
2324,10398,Paul Henriot,22,67.41,4,1483.02,2005-03-30,Shipped,1,3,2005,Vintage Cars,68,S32_4289,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Small,2005-03
2325,10401,William Brown,62,77.73,6,4819.26,2005-04-03,On Hold,2,4,2005,Vintage Cars,68,S32_4289,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,Unknown,Medium,2005-04
2326,10416,Maurizio Moroni,26,61.22,7,1591.72,2005-05-10,Shipped,2,5,2005,Vintage Cars,68,S32_4289,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Small,2005-05
2327,10108,Arnold Cruz,31,100.0,16,3669.78,2003-03-03,Shipped,1,3,2003,Motorcycles,102,S32_4485,Cruz & Sons Co.,+6325553587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,Japan,Medium,2003-03
2328,10121,Paul Henriot,25,86.74,3,2168.5,2003-05-07,Shipped,2,5,2003,Motorcycles,102,S32_4485,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Small,2003-05
2329,10135,Valarie Nelson,30,89.8,17,2694.0,2003-07-02,Shipped,3,7,2003,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2003-07
2330,10145,Julie Young,27,100.0,4,3251.34,2003-08-25,Shipped,3,8,2003,Motorcycles,102,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Medium,2003-08
2331,10159,Julie Brown,23,100.0,12,2347.15,2003-10-10,Shipped,4,10,2003,Motorcycles,102,S32_4485,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,Unknown,Small,2003-10
2332,10169,Anna O'Hara,34,100.0,12,3920.88,2003-11-04,Shipped,4,11,2003,Motorcycles,102,S32_4485,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Medium,2003-11
2333,10180,Martine Rance,22,100.0,7,2514.6,2003-11-11,Shipped,4,11,2003,Motorcycles,102,S32_4485,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,EMEA,Small,2003-11
2334,10190,Diego Freyre,42,85.72,4,3600.24,2003-11-19,Shipped,4,11,2003,Motorcycles,102,S32_4485,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2003-11
2335,10211,Dominique Perrier,37,100.0,12,4040.03,2004-01-15,Shipped,1,1,2004,Motorcycles,102,S32_4485,Auto Canal Petit,147556555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,EMEA,Medium,2004-01
2336,10224,Martine Rance,30,100.0,5,3336.9,2004-02-21,Shipped,1,2,2004,Motorcycles,102,S32_4485,Daedalus Designs Imports,20161555,"184, chausse de Tournai",Unknown,Lille,Unknown,59000,France,EMEA,Medium,2004-02
2337,10237,Michael Frick,27,100.0,5,3113.64,2004-04-05,Shipped,2,4,2004,Motorcycles,102,S32_4485,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Medium,2004-04
2338,10252,Dominique Perrier,25,100.0,9,2832.0,2004-05-26,Shipped,2,5,2004,Motorcycles,102,S32_4485,Auto Canal Petit,147556555,"25, rue Lauriston",Unknown,Paris,Unknown,75016,France,EMEA,Small,2004-05
2339,10264,Juri Yoshido,34,97.97,7,3330.98,2004-06-30,Shipped,2,6,2004,Motorcycles,102,S32_4485,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Unknown,Boston,MA,51003,USA,Unknown,Medium,2004-06
2340,10276,Miguel Barajas,38,100.0,13,4304.64,2004-08-02,Shipped,3,8,2004,Motorcycles,102,S32_4485,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Unknown,Brickhaven,MA,58339,USA,Unknown,Medium,2004-08
2341,10285,Marta Hernandez,26,100.0,4,2600.26,2004-08-27,Shipped,3,8,2004,Motorcycles,102,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,Unknown,Small,2004-08
2342,10299,Matti Karttunen,38,100.0,7,4382.16,2004-09-30,Shipped,3,9,2004,Motorcycles,102,S32_4485,"Toys of Finland, Co.",902248555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,EMEA,Medium,2004-09
2343,10309,Jonas Bergulfsen,50,84.7,3,4235.0,2004-10-15,Shipped,4,10,2004,Motorcycles,102,S32_4485,Baane Mini Imports,07989555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,EMEA,Medium,2004-10
2344,10319,Kee Kuo,22,100.0,8,2626.8,2004-11-03,Shipped,4,11,2004,Motorcycles,102,S32_4485,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,Unknown,Small,2004-11
2345,10331,Rosa Hernandez,32,100.0,4,5026.56,2004-11-17,Shipped,4,11,2004,Motorcycles,102,S32_4485,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,Unknown,Medium,2004-11
2346,10341,Georg Pipps,31,71.02,4,2201.62,2004-11-24,Shipped,4,11,2004,Motorcycles,102,S32_4485,Salzburg Collectables,65629555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Small,2004-11
2347,10355,Diego Freyre,40,100.0,5,4326.8,2004-12-07,Shipped,4,12,2004,Motorcycles,102,S32_4485,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-12
2348,10365,Wing C Tam,22,100.0,3,3425.18,2005-01-07,Shipped,1,1,2005,Motorcycles,102,S32_4485,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2005-01
2349,10375,Janine Labrune,41,100.0,15,4701.88,2005-02-03,Shipped,1,2,2005,Motorcycles,102,S32_4485,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Medium,2005-02
2350,10390,Valarie Nelson,45,48.98,12,2204.1,2005-03-04,Shipped,1,3,2005,Motorcycles,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2005-03
2351,10403,Elizabeth Devon,45,100.0,5,5189.4,2005-04-08,Shipped,2,4,2005,Motorcycles,102,S32_4485,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Medium,2005-04
2352,10106,Giovanni Rovelli,39,40.15,6,1565.85,2003-02-17,Shipped,1,2,2003,Vintage Cars,43,S50_1341,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2003-02
2353,10120,Peter Ferguson,49,50.62,12,2480.38,2003-04-29,Shipped,2,4,2003,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2003-04
2354,10133,Diego Freyre,27,50.19,7,1355.13,2003-06-27,Shipped,2,6,2003,Vintage Cars,43,S50_1341,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2003-06
2355,10143,Wing C Tam,34,36.66,1,1246.44,2003-08-10,Shipped,3,8,2003,Vintage Cars,43,S50_1341,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Small,2003-08
2356,10156,Diego Freyre,20,41.02,1,820.4,2003-10-08,Shipped,4,10,2003,Vintage Cars,43,S50_1341,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2003-10
2357,10168,Juri Hirano,48,51.93,13,2492.64,2003-10-28,Shipped,4,10,2003,Vintage Cars,43,S50_1341,Technics Stores Inc.,6505556809,9408 Furth Circle,Unknown,Burlingame,CA,94217,USA,Unknown,Small,2003-10
2358,10199,Steve Thompson,29,38.4,1,1113.6,2003-12-01,Shipped,4,12,2003,Vintage Cars,43,S50_1341,West Coast Collectables Co.,3105553722,3675 Furth Circle,Unknown,Burbank,CA,94019,USA,Unknown,Small,2003-12
2359,10210,Mory Kentary,43,41.02,11,1763.86,2004-01-12,Shipped,1,1,2004,Vintage Cars,43,S50_1341,Osaka Souveniers Co.,+810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,Japan,Small,2004-01
2360,10223,Peter Ferguson,41,46.26,13,1896.66,2004-02-20,Shipped,1,2,2004,Vintage Cars,43,S50_1341,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2004-02
2361,10235,Elizabeth Lincoln,41,35.35,7,1449.35,2004-04-02,Shipped,2,4,2004,Vintage Cars,43,S50_1341,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,Unknown,Small,2004-04
2362,10250,Sue Frick,36,51.93,8,1869.48,2004-05-11,Shipped,2,5,2004,Vintage Cars,43,S50_1341,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Small,2004-05
2363,10262,Diego Freyre,49,37.97,3,1860.53,2004-06-24,Cancelled,2,6,2004,Vintage Cars,43,S50_1341,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-06
2364,10275,Janine Labrune,38,45.39,13,1724.82,2004-07-23,Shipped,3,7,2004,Vintage Cars,43,S50_1341,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Small,2004-07
2365,10284,Jan Klaeboe,33,51.93,5,1713.69,2004-08-21,Shipped,3,8,2004,Vintage Cars,43,S50_1341,"Norway Gifts By Mail, Co.",+4722121555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Small,2004-08
2366,10296,Michael Donnermeyer,26,48.44,1,1259.44,2004-09-15,Shipped,3,9,2004,Vintage Cars,43,S50_1341,"Bavarian Collectables Imports, Co.",+498961089555,Hansastr. 15,Unknown,Munich,Unknown,80686,Germany,EMEA,Small,2004-09
2367,10308,Steve Frick,47,43.64,11,2051.08,2004-10-15,Shipped,4,10,2004,Vintage Cars,43,S50_1341,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,Unknown,Small,2004-10
2368,10316,Helen Bennett,34,47.57,3,1617.38,2004-11-01,Shipped,4,11,2004,Vintage Cars,43,S50_1341,giftsbymail.co.uk,1985558888,Garden House Crowther Way,Unknown,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Small,2004-11
2369,10328,Giovanni Rovelli,34,51.93,7,1765.62,2004-11-12,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2004-11
2370,10340,Eduardo Saavedra,40,50.62,4,2024.8,2004-11-24,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,Unknown,8022,Spain,EMEA,Small,2004-11
2371,10353,Dan Lewis,40,82.21,8,3288.4,2004-12-04,Shipped,4,12,2004,Vintage Cars,43,S50_1341,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Medium,2004-12
2372,10361,Adrian Huxley,33,82.59,3,2725.47,2004-12-17,Shipped,4,12,2004,Vintage Cars,43,S50_1341,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Small,2004-12
2373,10375,Janine Labrune,49,65.8,5,3224.2,2005-02-03,Shipped,1,2,2005,Vintage Cars,43,S50_1341,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Unknown,Nantes,Unknown,44000,France,EMEA,Medium,2005-02
2374,10388,Violeta Benitez,27,100.0,1,3211.38,2005-03-03,Shipped,1,3,2005,Vintage Cars,43,S50_1341,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2005-03
2375,10398,Paul Henriot,49,36.66,5,1796.34,2005-03-30,Shipped,1,3,2005,Vintage Cars,43,S50_1341,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Small,2005-03
2376,10401,William Brown,56,35.35,7,1979.6,2005-04-03,On Hold,2,4,2005,Vintage Cars,43,S50_1341,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Unknown,Newark,NJ,94019,USA,Unknown,Small,2005-04
2377,10416,Maurizio Moroni,37,51.93,8,1921.41,2005-05-10,Shipped,2,5,2005,Vintage Cars,43,S50_1341,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Small,2005-05
2378,10104,Diego Freyre,33,100.0,7,3705.24,2003-01-31,Shipped,1,1,2003,Trucks and Buses,115,S50_1392,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2003-01
2379,10115,Maria Hernandez,27,100.0,3,2843.91,2003-04-04,Shipped,2,4,2003,Trucks and Buses,115,S50_1392,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,Unknown,Small,2003-04
2380,10127,Jeff Young,46,100.0,9,6176.42,2003-06-03,Shipped,2,6,2003,Trucks and Buses,115,S50_1392,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Medium,2003-06
2381,10141,Kalle Suominen,44,100.0,3,5500.44,2003-08-01,Shipped,3,8,2003,Trucks and Buses,115,S50_1392,Suominen Souveniers,+35898045555,"Software Engineering Center, SEC Oy",Unknown,Espoo,Unknown,FIN-02271,Finland,EMEA,Medium,2003-08
2382,10151,Pirkko Koskitalo,26,100.0,1,3220.1,2003-09-21,Shipped,3,9,2003,Trucks and Buses,115,S50_1392,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,Unknown,Oulu,Unknown,90110,Finland,EMEA,Medium,2003-09
2383,10165,Eric Natividad,48,94.92,10,4556.16,2003-10-22,Shipped,4,10,2003,Trucks and Buses,115,S50_1392,"Dragon Souveniers, Ltd.",+652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,Unknown,79903,Singapore,Japan,Medium,2003-10
2384,10176,Maurizio Moroni,23,100.0,9,3114.89,2003-11-06,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Medium,2003-11
2385,10184,Jose Pedro Roel,45,100.0,4,4948.2,2003-11-14,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,"Iberia Gift Imports, Corp.",955558282,"C/ Romero, 33",Unknown,Sevilla,Unknown,41101,Spain,EMEA,Medium,2003-11
2386,10195,Steve Frick,49,100.0,4,5161.17,2003-11-25,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,Mini Classics,9145554562,3758 North Pendale Street,Unknown,White Plains,NY,24067,USA,Unknown,Medium,2003-11
2387,10207,Valarie Franco,28,94.92,5,2657.76,2003-12-09,Shipped,4,12,2003,Trucks and Buses,115,S50_1392,Diecast Collectables,6175552555,6251 Ingle Ln.,Unknown,Boston,MA,51003,USA,Unknown,Small,2003-12
2388,10220,Dean Cassidy,37,100.0,9,3983.05,2004-02-12,Shipped,1,2,2004,Trucks and Buses,115,S50_1392,"Clover Collections, Co.",+35318621555,25 Maiden Lane,Floor No. 4,Dublin,Unknown,2,Ireland,EMEA,Medium,2004-02
2389,10230,Roland Keitel,34,100.0,7,3974.94,2004-03-15,Shipped,1,3,2004,Trucks and Buses,115,S50_1392,"Blauer See Auto, Co.",+496966902555,Lyonerstr. 34,Unknown,Frankfurt,Unknown,60528,Germany,EMEA,Medium,2004-03
2390,10246,Diego Freyre,22,100.0,3,2928.42,2004-05-05,Shipped,2,5,2004,Trucks and Buses,115,S50_1392,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-05
2391,10259,Wendy Victorino,29,100.0,2,3054.57,2004-06-15,Shipped,2,6,2004,Trucks and Buses,115,S50_1392,Handji Gifts& Co,+652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Medium,2004-06
2392,10271,Valarie Nelson,34,98.39,3,3345.26,2004-07-20,Shipped,3,7,2004,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2004-07
2393,10282,Valarie Nelson,38,100.0,12,4310.72,2004-08-20,Shipped,3,8,2004,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2004-08
2394,10292,Kwai Yu,41,100.0,6,4983.14,2004-09-08,Shipped,3,9,2004,Trucks and Buses,115,S50_1392,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,Unknown,Medium,2004-09
2395,10305,Marta Hernandez,42,100.0,3,4618.32,2004-10-13,Shipped,4,10,2004,Trucks and Buses,115,S50_1392,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Unknown,Cambridge,MA,51247,USA,Unknown,Medium,2004-10
2396,10314,Palle Ibsen,28,100.0,12,3403.12,2004-10-22,Shipped,4,10,2004,Trucks and Buses,115,S50_1392,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Medium,2004-10
2397,10325,Jonas Bergulfsen,38,100.0,4,5190.42,2004-11-05,Shipped,4,11,2004,Trucks and Buses,115,S50_1392,Baane Mini Imports,07989555,Erling Skakkes gate 78,Unknown,Stavern,Unknown,4110,Norway,EMEA,Medium,2004-11
2398,10336,Marie Bertrand,23,100.0,8,3141.57,2004-11-20,Shipped,4,11,2004,Trucks and Buses,115,S50_1392,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",Unknown,Paris,Unknown,75012,France,EMEA,Medium,2004-11
2399,10350,Diego Freyre,31,71.4,8,2213.4,2004-12-02,Shipped,4,12,2004,Trucks and Buses,115,S50_1392,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-12
2400,10359,Paul Henriot,46,100.0,2,4896.7,2004-12-15,Shipped,4,12,2004,Trucks and Buses,115,S50_1392,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Medium,2004-12
2401,10371,Valarie Nelson,48,56.55,10,2714.4,2005-01-23,Shipped,1,1,2005,Trucks and Buses,115,S50_1392,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2005-01
